,category,text,grupo
600,1,highway E in Montgomery Co between MM  MM  (MM: ) at : AM / est clear by : AM / (CT,1
601,1,Roadwork on Garden State Pkwy northbound btwn North of Exit - CR and North of Brookdale Service Area Left Lanes of lanes closed,1
602,1,"ORE43, highway, On Ramp, Closure w/ Detour, Road Work has closed the SB OR- on-ramp to SB highway, use an alternate... ",1
603,0,#PHX! Move at your pace this AM with U-Box®! Check out the new #UHaul #commercial this morning☕! ,0
604,0,USDA Celebrates National Homeownership Month- ,0
605,1,Accident on highway SB @ MP . Use caution in the area.,1
606,0, Thanks for having breakfast with us! Hope you enjoyed your meal!,0
607,0,"Watch: As Cyclist Shifts Lanes&amp;#; in a Million Object Falls Out of Sky, Ruins Race ",0
608,1,"  HI, you can report a vehicle blocking a bike lane here: or DM &amp; I'll file.",1
609,1,"Updated: Crash in Broward on highway north at Exit Atlantic Blvd, center lanes blocked. Last updated at...",1
610,1,"Crash 64E at Magruder Blvd, right lanes blocked. .-mile backup #hrtraffic",1
611,1,"Updated: Police activity in Miami-Dade on SR- west at NW Ave, left lane blocked. Last updated at ::17AM. ",1
612,0,"Q5. How do you know if your doctor is in your plan’s network, and what does that mean? #oechat2017",0
613,1,"Cleared: Crash in Lee on highway south before Pine Island Rd, all lanes blocked. Content provided by Waze. Last updated at ::52AM.",1
614,0,Dated. In love. Broke up. Righteous anger. Depression. Acceptance. Happiness. On to the next! #mentalhealth140 #WMHD16,0
615,0,"Fact- ""Female prostitutes were the only Roman women who wore togas"" 😉😏 ",0
616,1,"Debris in Roadway on Westbound highway WB at GREEN VALLEY - BRATTON BR..

Use caution when traveling through this area.",1
617,0,"HALFTIME: leads MEX - At Women's World Championships in Langley, Canada. #AllAboutUS #WWC2017",0
618,0, Thank you for reaching out. Learn how to request a new code by following these Help Center steps: -AH,0
619,1,#M40 M40 J4 southbound exit | Southbound | Congestion - Location : The M40 southbound exit slip at junction J4 ... ,1
620,0,. Tom Vilsack: We owe so much to farmers. They give us the option to dream.  / ,0
621,0,". explores PSAD Synthetic Desert III by Doug Wheeler, which includes our Basotect material ",0
622,1,Update: Incident on #7Line Both directions from Queensboro Plaza Station to 42nd Street-Grand Central Station ,1
623,0,Don't make me put Take Care on &amp; ride down your blocc ,0
624,0,"Catch the bus this week at Cap South, Patriot's and Union Station + Georgia Ave all week long! ",0
625,0,"Lowercase ""congressional"" unless it's part of a proper name: congressional salaries, the Congressional Record.",0
626,1,CLEARED: Roadwork on PA westbound between Exit 5A - highway North/highway North and (End of US - / PA - ).,1
627,0,Hunter Johnson checks in at quarterback for the Tigers. #KENTvsCLEM ,0
628,0,Teaching rural Alaskans to farm is her passion ,0
629,1,TRAFFIC ADVISORY - Sewer Work to Affect West Peachtree Street Traffic ,1
630,0," Hi, Erika, thank you for writing to us over social media today. You are being charged for re-connection fees? DM us! ^MonF",0
631,0,". explains why cheap, reliable energy is critical for poor countries: 
",0
632,0, You gotta tell us what you're trying to use it for,0
633,1,Roadwork on highway westbound between Exit - highway/highway West and Exit - highway South/City Ave. There is a lane restriction.,1
634,0, where r u ? Trying to join your live feed?,0
635,0,"Tax cuts for big business and the wealthy have ZERO affect on regular Americans. ""Trickle down"" has proven a failed theory for decades",0
636,0,"Players, remember this in preparing for practice tomorrow. Hydrate, and sleep. Remember to bring a lunch with you t… ",0
637,1,#MoEclipse traffic at highway at highway &amp; highway also congested. Be patient and watch for stopped traffic if you must travel through the area.,1
638,1,"Cleared: Object on roadway in Jackson on highway west at MM , left lane blocked. Last updated at ::18AM.",1
639,1,Cleared: Incident on #GLine SB at 4th Avenue Station,1
640,1,Accident on Northbound highway South of Fremont Blvd in Fremont. All Lanes Blocked.,1
641,0,. - Congrats on your #PCAs nom for Cast your vote for her: ,0
642,0, Hey Luke. Can you please report this issue to us by visiting our Help Center:  Thank you. -MG,0
643,0,. and add to the glamour at Madison as RL presents his September Collection at #nyfw ,0
644,1,Cleared: Construction on #US206 Both directions from CR /Lackawanna Dr to CR ,1
645,1,Cleared: Construction on #ELine Manhattan bound from Forest Hills-71st Avenue Station to 21st- Queensbridge,1
646,0,"Jobs promised, jobs delivered. + #MadeinAmerica manufacturing job letters of intent extended for #F35 in Texas:… ",0
647,1,A mile delay on the PA Tpk Northeast Extension southbound because of an accident past Int # : Quakertown,1
648,1,Great news! WSDOT Maintenance crews made quick work of the sinkhole on SR . Both directions are back open. Permanent repair plan to come.,1
649,0,Neither do I...BOOM! Take that smiley face. #shadesofblue,0
650,0,. talks about the challenges for resources and funding of the Census #202Live ,0
651,1,Cleared: Construction on #2Line Both directions from 135th Street Station to Flatbush Avenue-Brooklyn College Station,1
652,1,Rdwork on highway West east of highway/NJ (Greenwich Twp) right shoulder closed until 8AM...,1
653,0,"Aung San Suu Kyi: what has happened to Myanmar's icon of morality?

",0
654,1,"Pottawatomie County: I40 eastbound milemarker, non-injury accident, roadway clear.....BB",1
655,1,Updated: Construction on #NJ70 WB from CR /Grove St/Haddonfield Rd to highway ,1
656,0,DYK: More than ISS National Lab-sponsored payloads are slated to launch to on SpaceX’s #Dragon ca… ,0
657,0," I might have to pick up one then. Is it that slow though? Also, any book recommendations? I'm reading… ",0
658,1,Cleared: Incident on #BLine NB at Prospect Park Station,1
659,0, has a great streaming deal for videos w/ ...check out all my 🏈 titles there! ,0
660,0,Summer sites offer tips for improving summer meal programs #nationalnutritionmonth ,0
661,1,"Vehicle Accident on Northbound highway NB at Maple Fork Road.

 of northbound lanes are closed.

Use caution when traveling through this...",1
662,1,"Accident in #Clearwater on Gulf To Bay Blvd EB at Bayshore Blvd, stop and go traffic back to McMullen Booth Rd, delay of min #traffic",1
663,1,"Updated: Crash in Seminole on highway west at Exit SR-, all lanes blocked. Last updated at ::52PM. ",1
664,0,"Rather than putting pressure on the businesspeople of the Manufacturing Council &amp; Strategy &amp; Policy Forum, I am ending both. Thank you all!",0
665,0,"Sponsored: Hedgerow Lane, Greenwich CT. Located on private cul-de-sac sits a stately colonial on + acres... ",0
666,0,28k+ #Michigan homeowners could save $/yr with a HARP refinance #HARPNow ,0
667,0," Hey there. If your account was taken over by someone else, please follow these steps to secure it:… ",0
668,0, Well we can certainly look into that here! Please DM us with your account type and so we can start. ^RoseC,0
669,0,Our world needs more love! Thanks for this #LoveMakeTheWorldGoRound,0
670,1,CRASH: on highway W Beltway SB before Normandy Blvd on the left shoulder. #WOKVtraffic,1
671,1,Cleared: Construction on #3Line Both directions at 34th Street-Penn Station,1
672,0,"If you're having a problem with gullies or washouts, grassed waterways may be the solution. ",0
673,1,Note: Hwy eastbound: Road closed. I-35E (Mendota Heights) to (Sunfish Lake). Until July 13th. ,1
674,0,"Audrey just carried a heavy object a short distance and screamed ""I HAVE POWERS""",0
675,0,🚨 takes advantage of an opportunity and goes up - v Moments later GK comes up with huge save. ,0
676,1,Accident: WB on highway at MM254 in Newport News. travel lane closed. Potential Delays.:48AM,1
677,0,Learn how to stay safe this spring from tornadoes before they happen. #SpringSafety ,0
678,1,#Carcrash closes right lanes of highway east in #Farmington:  ,1
679,1,"""Demonstrators sitting with signs and intentionally blocking traffic during protest on car-lined thoroughfare.""

Br… ",1
680,0,Do your part to keep everyone safe on the roads this winter. Learn more at #WinterSafety ,0
681,0,"We're #hiring! Click to apply: Heavy Civil BIM Modeler - #Construction #Charlotte, NC #Job #Jobs #CareerArc",0
682,1,"Cleared: Planned construction in Broward on Sunrise Blvd east before Powerline Rd, center lane blocked. Last updated at ::41PM.",1
683,0,Court overturns man’s conviction for wearing a bra in his own home via ,0
684,0,"Doogle continues to deal. up, down. Back in for more runs . #StayHungry",0
685,0,Vienna celebrates its willingness to embrace a future of inclusion of immigrants &amp; refugees - ,0
686,0, We really appreciate our #BestFans so we're delighted that you like it! 😃,0
687,0,UP NOW #SB17Detroit: Paul Norman unpacks multi-pronged ‘Heart and Soul’ strategy ,0
688,1," There is no service out of Bergen St, due to planned work. See here for details: ^SL",0
689,1,Cleared: Accident: NB On Chopawamsic Parkway North at Widewater Road in Stafford Co.:54PM,1
690,0,Brand new #InstantSongChallenge with now in Discover!! Check it out: #FALLON,0
691,1,"Fire affecting roadway
NB highway at MP (Hill Field Rd) Davis Co.
Right Shoulder
Est. Clearance Time: : PM",1
692,0,"This map shows sea surface temps in the Atlantic on /, the 1st day of the Atlantic Hurricane Season! More ",0
693,1,Disabled Vehicle: SB on highway at MM81 in Henrico Co. No lanes closed.:02AM,1
694,1,Police have the right Marine Drive exit lane blocked on highway SB for these semis just past the Jantzen Beach on-ramp.… ,1
695,1,"Cleared: Planned construction in Orange on highway west at Exit SR-, left lane blocked. Last updated at ::40AM.",1
696,1,"Updated: Planned construction in Seminole on highway east at MM , right lanes blocked. Last updated at ::38AM. ",1
697,1,"Utility work on NJ SB btwn Pulaski St and South of Pulaski St, Tue // thru Fri // Tue/ Wed/ Thu, PM thru AM, right Ln close",1
698,0,. is on #SuperSoulSunday this week. We talked about her losing her husband &amp; how she learned to beco… ,0
699,0,"Kinda have feelings.
Kinda heartless.",0
700,1,Incident on #ZLine from Broadway-Eastern Parkway Station to Marcy Avenue Station ,1
701,0,  Have SJW's Always Lie. Watched numerous periscopes. Vox is interested… ,0
702,1,COMPLETE highway MM . NB at SR / mile Left lanes closed &lt;= mins due to a stalled vehicle,1
703,1,Constr. on highway West btw Exit - Asylum St/Capital Ave (Hartford) and Exit - Flatbush Ave/Park St (Hartford) lef...,1
704,1,"Crash on M-
Location: NB M- after W Grand Blvd
Lanes Affected: Right Lane, Right Shoulder",1
705,1,"highway, Int w/ Sandy/US30 Bypass, Delay 20min-2hrs, Center lanes closed due to crash, use caution.... ",1
706,1,Construction on #I280 EB from West of Exit - Orange St/1st St to Stickel Drawbridge ,1
707,1,CLEARED: Roadwork on PA westbound between Vine St and PA /Harrisburg Intl Airport.,1
708,1,I35185 Gardiner Expressway WB East of PARK LAWN RD: Right shoulder blocked due to disabled vehicle.,1
709,1,"New: Crash in Lee on highway south before Old Business , left lanes blocked. Content provided by Waze. Last...",1
710,0,"I'm at DRR Main Street Station - in Anaheim, CA ",0
711,1,MeganHayesFOX6: :44am: ROAD WORK causing slowdowns highway/ SB approaching Vance. Use caution.... ,1
712,0,Blog: Intellectual Property Resources for #SmallBiz #SmallBusinessWeek ,0
713,1,Construction on #MLine Both directions from Forest Hills-71st Avenue Station to Myrtle Avenue Station ,1
714,0,"""Thought that was Dobby!"" B's goalie coach Bob Essensa dressed for a recent practice. See how he did in Bruins :… ",0
715,1,Silverwater - breakdown southbound Silverwater Road at Holker St,1
716,1,"New: Disabled vehicle in Miami-Dade on Express north at North Miami/Bal Harbour/NW St, left lane blocked....",1
717,1,Disabled Vehicle: NB on I-95R at MM162 in Fairfax Co. Right shoulder closed. Potential Delays.:20PM,1
718,1,Cleared: Traffic congestion in Palm Beach on Floridas Turnpike north from Exit Okeechobee to beyond SR . Last updated at ::12PM.,1
719,1,Montréal - southbound Aut-/Decarie Expy/Aut Decarie at Van Horne collision in the right hand lane #MtlTraffic #MtlCircul,1
720,1,"Cleared: Disabled tractor-trailer in Santa Rosa on highway east at MM , left lane blocked. Last updated at ::38PM.",1
721,1,"Vehicle Accident on Southbound highway SB at Mile Marker ..

Use caution when traveling through this area.

Comments:
On the entrance ramp.",1
722,0, I look at your snap and always wonder how you manage wake up each morning. You're really a trooper but th… ,0
723,0," Hi Bruna, please DM us with your email so we can have someone reach out to you for further help.",0
724,1,Updated: Construction on #6Line BothDir/BothDir at 3rd Avenue-138th Street Station ,1
725,1,Updated: Incident on #I678 SB from highway Long Island Expressway to Linden Boulevard ,1
726,1,"Vehicle Accident on Southbound highway SB at Mile Marker ..

 of southbound lanes are closed.

Be prepared to stop, use caution when ...",1
727,0,How father of JFK hyped PT incident to get son elected via CHECK OUT HEADLINE... WAS JFK RACIST TOO?,0
728,0, Menu items vary by restaurant and/or franchisee. You should let your local restaurant know that yo… ,0
729,1,Construction on #US46 Both directions at CR /Teaneck Rd ,1
730,1,"Updated: Crash in Monroe on highway north at MM Long Key, all lanes blocked. Last updated at ::27PM. ",1
731,0," California Street is almost . mile at % grade, from Powell St (bottom) to Van Ness Ave (top). Walkin… ",0
732,1,"Heads up!  mile road is reduced to two lanes between Woodward and M-, due to construction. Major delays this morning. Caution advised.",1
733,0,"Meet us April -, Hall , stand focus on refining catalysts + solutions for construction in o… ",0
734,1,#pdxtraffic Right lane blocked OR NB ramp to WB highway possible stall ,1
735,0,"That's what Ima do as I get deeper in it. I ain't seen seen or been thru much as of rn, but mostly everything Ima t… ",0
736,0,"Seeing double/double? Soon you will! new spots to get Double/Double coming soon - west, east… ",0
737,1,Newport News-highway West-On ramp from J. Clyde Morris Blvd. blocked due to crash. Plan your route accordingly. #hrtraffic,1
738,1,Nighttime closures planned for 72nd at Highway  via ,1
739,0,"Yo, Broad City is back tonight, keep an eye out for some Bea art by yours truly...",0
740,1,Disabled Vehicle: EB On Charles Town Pike East at Appalachian Lane in Loudoun Co. travel lane closed. Potential Delays.:56PM,1
741,1,US20: Closed BOTH DIRECTIONS near Worland at milepost due to a crash.,1
742,1,UPDATE: Turnpike Traffic Alert on Pennsylvania Turnpike highway westbound between Exit - highway/highway and Exit - PA affecting no lanes,1
743,0,A new update has been posted to Leo the Lionhearted needs help with Heart Disease costs: ,0
744,1,Delays on NJ TPK - Hudson County Extension eastbound Interchange 14C - Toll Plaza to Jersey Ave/Holland Tunnel mile delay due to volume,1
745,1,Accident on New Jersey Turnpike - Eastern Spur northbound North of Interchange 15W - highway left lane blocked,1
746,1,"CLEARED: Traf congestion; highway NB, btwn mi S of Exit18 &amp; Exit18.| :54A",1
747,0,"Welcome to the - school year, #Hokies — from  #VTFirstDays ",0
748,1,CLEARED: Multi vehicle crash on highway southbound at highway East.,1
749,1,Overturned vehicle on CT A East ramp to Exit (Mohegan Sun Blvd) closed...,1
750,0,"In case you made the mistake of going to bed early last night ...

 played hero in the 15th inning,… ",0
751,0,"The is a stunning public space. Visit this free community center for art, history and more:… ",0
752,1,"Updated: Crash in Sarasota on highway north ramp from Exit Bee Ridge Rd, on-ramp closed, lanes blocked (for...",1
753,1,Incident on #5Line SB at Nereid Avenue-238th Street Station ,1
754,1,Left two lanes closed on highway eastbound at Martin Luther King Jr. Dr. due to gravel spill. #CLEtraffic… ,1
755,0,View of &amp; downtown Manhattan #NYC #NewYorkCity   #newyork ,0
756,1,VAN ON SIDE BLOCKING THE PASSING LANE on highway - AT THE N.B. EXIT TO WOLF CREEK at milepost . ... ,1
757,0,"ALL UNITS, WE HAVE A FOOT CHASE HEADING SOUTHBOUND ON TIMELINE STREET",0
758,0, In 10p 2x2 you want to protect the field. Spread teams want space. w/ a full cover down they can't thr… ,0
759,1, new camera at Ave n Gateway Blvd intersection seems in middle of the rd ,1
760,0,"We don't have all the solutions today, we can only get there by working collaboratively - of… ",0
761,1,Crash highway EB before Camp Peary. Right lane blocked. Vehicles getting by in left lane. #hrtraffic,1
762,1,"Updated: Crash in Lee on highway south before Pine Island Rd, all lanes blocked. Last updated at ::15PM. ",1
763,0,"ALL kids and baby is % off right now, including the cutest mocs, mary janes &amp; velcro sneaks. Step to it.… ",0
764,0, We understand your billing frustration and want to make things right! Please DM us your phone so we can! ^ChrisB,0
765,0,"HARP expires this year, but + are still pushing the program: ",0
766,1,Bridge/Tunnel Stoppage: EB on highway at Berkley Bridge in Norfolk. travel lanes closed. Potential Delays.:54PM,1
767,0,Traffic Q&amp;A: New turnpike exit planned for Boca? ,0
768,1,On highway westbound just east of Winery Rd there is a collision blocking the right lanes.,1
769,0,"Hear Jennifer Lopez's lively new dance song, ""Ni Tu Ni Yo"" ",0
770,1,UPDATE: Right Lane Now Clear. ,1
771,0,The judge accepted without qualification that I had an extremely high reputation and that the damage inflicted on me was substantial.,0
772,0,Help make it 100k demanding TOUGHER SENTENCES for evil dog-fighting criminals HERE: Pls RT. ,0
773,0,Study the case of Leonard Peltier! They will kill and lie and cheat to get their result! YOU will become a scapegoa… ,0
774,1,"highway, from Oregon Washington Border to Oregon Washington Border, Delay &lt; 20min, A disabled veh NB on the Interstat... ",1
775,0,How did the telephone pole propose to his girlfriend? He gave her a ring? Happy #NationalTellAJokeDay ,0
776,0," Their selfie game was strong, and now their safety knowledge is too! :) Thanks for having us!",0
777,0,Congrats &amp; #LetMeLoveYou is the NEW UK No. on the #BigTop40! ❤️🔥 ,0
778,0, Cord-cutter? You can watch at p.m. — featuring #VirginiaTech researchers and students — live on… ,0
779,1,"Vehicle Accident on Westbound highway WB at Mile Marker ..

Use caution when traveling through this area.

Comments:
On the entrance ramp.",1
780,0,Inside North Korea's surreal restaurant empire ,0
781,1,Routine Maintenance @ MP on highway is now cleared. ,1
782,0,I liked a video Death Toll : The Turnpike Left Dead,0
783,1,Updated: Incident on #I95 NB from Exit 1C - Major Deegan Expressway; Alexander Hamilton Bridge to Webster...,1
784,1,highway E in Roane Co Highway Maintenance Unscheduled at MM  at : AM / est clear by : AM / (ET,1
785,1,Cleared: Incident on #JLine Manhattan bound at Alabama Avenue Station,1
786,0,"""As Vehicle Attacks Rise, an Ordinary Object Becomes an Instrument of Fear"" by AMANDA TAUB via NYT The New York Ti… ",0
787,0,"#R4Today 
#Tories &amp; #Trump united by being totally shit. #Dangerous #incompetent and yep! Just #evil. 

Can I wake… ",0
788,1,Traffic Alert Update: both east and westbound lanes of highway Highway at Liberty Street are now open.,1
789,1,Accident between MP &amp; on highway EB is now cleared. ,1
790,0,"Russ and I are streaming Everybody’s Golf at pm ET! Join us for a few primo egg-kisses!

",0
791,1,OKC: I44 NB JS I40 is a non-injury accident with the roadway clear...teg,1
792,1,Accident and Downed pole on highway westbound East of Vaux Hall Rd right lane and shoulder closed,1
793,1,Accident on highway East at Exit - South Main St (West Hartford) left and Ctr lanes blocked...,1
794,1,Motor Vehicle Crash on SR77 at Baldwin Road. The northbound left turn lane is blocked. Use caution.,1
795,1,Vehicle fire on highway East at Exit - CT /CT (Manchester) right lanes closed...,1
796,0,Violence can leave marks for life. It's on all of us to #ENDViolence against children now. ,0
797,0,# use of fancy smart watch: getting Steam guard codes like times to upload builds.,0
798,1,"New: Crash in Marion on highway north at MM , left lanes blocked. Last updated at ::55AM. #fl511 ",1
799,1,COMPLETE highway MM . EB near SR / mile All lanes slow &lt;= mins due to heavy traffic,1
800,1,Note: Hwy eastbound: Left lane closed. Co. Rd to Hwy /N. Reform St (Norwood Young America). Today 9AM-2PM. ,1
801,0,New Illinois law protects consumers who post negative reviews to sites like Yelp ,0
802,0,"Facebook use may lower corruption, a new study suggests, especially in countries with poor press-freedom records. ",0
803,1,"New: Unconfirmed planned construction in Miami-Dade on SR- north ramp to NW St, off-ramp closed. Last...",1
804,0,Good luck to   Games for Semi Final spots today… ,0
805,1,"RT highway, Mile Marker , , Winston-Salem, Forsyth, Vehicle Crash, Lane Closed, at / : AM #Triadroads",1
806,1,Updated: Motor Vehicle Accident - NORWALK #I95 South . miles beyond Exit (highway(CONN AVE)) at // :: AM,1
807,0," Those cravings cannot be ignored, Kim. What do you say you stop by soon?",0
808,0,"Time flies when you’re flying spacecraft. Today marks , orbits around #Mars for MRO! ",0
809,1,#CRASH: Rollover crash on the WB highway exit ramp to 6th Ave. Take Park Ave as highway exit instead. #Tucson ,1
810,0,"Arriving greeted by Col. Boswell. As an old Air Force Captain, I'm here to talk about Vets t… ",0
811,0,I got an A on my quiz yesterday.... bc I was jamming to #AintYourMama 😂,0
812,0,"New Concord &amp; Cassell Station Fire Departments are currently responding to an ""ILL Person""
Please use Caution in the area of Glenn Highway.",0
813,0," You have excellent taste, pal. Hope you enjoyed your fries!",0
814,0,Good luck and welcome to your new home! ,0
815,1,Traffic alert: vehicle fire closes all northbound lanes of Yanceyville St at Third St. No injuries reported. #greensboro #myfox8,1
816,0,"Ricky Thacker’s unusual classroom is one example of what makes him such a great teacher: 
",0
817,0,Now Hiring part time employee. Please apply in person with resume and references to Shaun Peacock at 3rd Aven… ,0
818,1,"New: Disabled vehicle in Orange on SR- west beyond Exit John Yng Pkwy, right lane blocked. Last updated at...",1
819,0,"#California rough #rice stocks in all positions on June , totaled ,, cwt, down from last year… ",0
820,1,Update: Advisory: Standing Water: EB on Rt. 645E (Airport Rd) in James City Co. No lanes closed. Potential Delays.:17AM,1
821,0, Hi Nirosan. You can adjust Live notifications from your profile settings: -CB,0
822,0,Fast food joints looking to add booze sales. What could possibly go wrong? #cancer #obesity #violence ,0
823,1,"SINGLE VEHICLE ACCIDENT CAUSING PASSING LANE BLOCKAGE on highway - highway WB, NEAR ELEPHANT ROCK at milepost . ... ",1
824,0, That's just one click away (and then a few more clicks): Best of luck!,0
825,1,"MULTI-VEHICLE ACCIDENT on MT- - HWY , MP , ONE MILE EAST OF THOMPSON RIVER BRIDGE at milepost ... ",1
826,0," Hello, Terri! Apologies for what you're experiencing. Can you please provide details of your concern? we're here to help ^DevD",0
827,1,CLEARED: Roadwork on PA northbound between highway West/Butler and highway West/Butler.,1
828,1,Largo: Multiple vehicle crash with injuries in the northbound lanes of Starkey Road approaching East Bay Drive.,1
829,0, Yes! Please use our live chat function on AE .com for help.,0
830,0,Turkey Brining Secrets with Alton Brown ,0
831,1,"#I4: EB slow OBT to Amelia, disabled tractor trailer cleared. Slow Maitland to . WB slow to Maitland &amp;amp; the . #Orlando #Traffi",1
832,0,"Washing hands can be fun! 

Thanks for the photo 
#WWWeek ",0
833,0,"#CoverageMatters to Darvin, a Missouri farmer with a pre-x condition that doesn’t hold him back →… ",0
834,1,Multi vehicle crash on PA northbound at PA /Flourtown. There is a lane restriction.,1
835,0, where you at man? Lol super hard to get messages out with all the interference,0
836,0,"Thanks to the generosity of J. and Renae Pearson, Jamerson Athletic Center can better benefit student-at… ",0
837,1,"highway , Mile Marker to , East, Maggie Valley, Haywood, Construction, Lane Closed, at / : PM",1
838,0,"⓷ things you learn representing your country on the field.

🇺🇸: ",0
839,1,"Cleared: Planned construction in Seminole on highway east at MM , right lanes blocked. Last updated at ::38AM.",1
840,0,#DYK is now featured in the with a product feature article on #Basotect? #WeCreateChemistry ,0
841,0,woke up this morning to the lovely sounds of a construction vehicle breaking down right in front of our driveway 😑,0
842,1,"highway, from Troutdale to Mi W of Hood River, Closed, The hwy is closed EB @ Exit inTroutdale. Trucks use highway... ",1
843,0," So sorry for this experience! Please DM us your name, email, phone , and location so we can assist you further!",0
844,0,"Dancing on the deck while the sun sets, love this ❤️❤️❤️❤️ ",0
845,0,"Nearly hours jammed into a #LOT # from #Warsaw to #YYZ . Flight delays, flight time, and… ",0
846,0,Breakingviews: Yellen Sets Out Her Stall For Trump | Seeking Alpha ,0
847,0,LynnSaratore : Quantum AI Big Data Cloud Advanced Training Road map highway guide Malaysia : ,0
848,0,Congrats on another season of starting tonight. Might have to make a cameo ;) good luck,0
849,0,EVERY outdoor digging project requires a call to beforehand. #call811 #SafetySaturday ,0
850,1,. SB405 At West Century Blvd shut down.. traffic diverted to surface streets. Leave extra early!,1
851,1,Construction on #I95N NB at Exit (highway) ,1
852,1,Cleared: Incident on #NewJerseyTurnpikeWesternSpur SB from North of Interchange 15W - highway to South of Interchange 15W - highway,1
853,0, Hi there. We appreciate your feedback. Please share your ideas with us here: -JH,0
854,0,"Han Solo &amp; Chewbacca had the Millennium Falcon, future astronauts will travel with ",0
855,1,highway MM . EB at West St / mile All lanes slow &lt;= mins due to heavy traffic,1
856,0,Phenomenal weekend training session with the best in the business. Thankful for the opportunity and can't wait to h… ,0
857,0,USDA Announces Cotton Loan Rate Differentials ,0
858,1,"There is my neighborhood, then a street running parallel, and the highway entrance/exit running into a closed street/roadblock from my hood.",1
859,1,"Updated: Disabled vehicle in Miami-Dade on SR- west at Le Jeune Rd, right lane blocked. Last updated at...",1
860,0," Please DM us the order details with the order , name the order was placed under,email address and p… ",0
861,0,Companies the world over are discovering our many advantages—business expansion in Kentucky is on a roll!… ,0
862,1,Perth - traffic congestion bothways St Georges Terrace at William Street,1
863,0,I be stressing like God ain't been keeping me.,0
864,0, consecutive months—more than six years—of private-sector job growth. Let's keep up the progress. ,0
865,1,One lane is now open on highway WB. Water Street on-ramp is still closed. Use safe speeds and extra caution when driving through the work zone.,1
866,1,Cleared: Incident on #I295 SB from Exit - NJ to Exit 26N - highway/highway,1
867,1,highway MM . NB near SR / mile Right lane closed &lt;= mins due to a traffic hazard,1
868,0,Check out this amazing opportunity to own . acres of land with feet of waterfront property on long lake.… ,0
869,0," Hi Jessica.For assistance with payments on Facebook, please visit the following Help Center form: -MG",0
870,0,"This hot 'n hairy and lonely fella really needs some company in the shower, don't ya' think! ",0
871,1,"Beginning this morning, E. Miller Ave., just east of Broadway Ave. will be closed through Saturday, August 19th for roadway construction",1
872,1,highway MM . EB near highway / Toll Rd Left lane closed &lt;= mins due to crash clean up,1
873,1,Cleared: Construction on #6Line Manhattan bound from Parkchester-E 177th Street Station to 3rd Avenue-138th Street Station,1
874,0,The #ParisAgreement builds on the understanding that women are critical to confronting climate change. ,0
875,0, Hey Vipin. You can learn about the shop section on Facebook here: Thanks! -CB,0
876,0," and the physical object + knowing where i met them means i can usually remember face and convo, esp with the other info on card",0
877,0,"Introducing the face of Woman by Ralph Lauren, #JessicaChastain. ",0
878,0,What Debbie Jin Meant to Me: NIST/ Fellow Jun Ye on the late scientist's life ,0
879,0,"Ready for you until the last drop of sun!
📷 Florian Haizmann #MBsocialcar ",0
880,1,highway MM . NB near SR 37S / mile All lanes slow &lt;= mins due to an oversize load in transit,1
881,1,Updated: Incident on #Q100Bus at Queens Plaza North and Street ,1
882,1,"VEHICLE ACCIDENT on S- - / MILE NORTH OF THE JUNCTION WITH highway, WEST OF KALISPELL ... ",1
883,1,"Crash
EB SR at MP (White Pine) Salt Lake Co.
Est. Clearance Time: : AM",1
884,1,"Double the trouble, now, as we have a medical emergency blocking the center and right lanes of NB near South Parkway in the backup.",1
885,0,"Before their obstruction of President Obama's nominee, these six senators voted to confirm Judge Garland. ",0
886,0," Hi Pranali. If there is something you think goes against our Community Standards, please report it… ",0
887,0,Our investments help advance American #innovation and #entrepreneurship. See how:  #EconDev… ,0
888,1,Calgary - northbound St from John Laurie Blvd Nw to Ave Nw slow traffic,1
889,0,With a flash flood watch in effect for parts of North Carolina -- here's some info to help you stay safe if you're… ,0
890,0,"Riding the Rails: Teenagers on Move During Great Depression - ""Remarkable"" ""Riveting"" ""Gripping."" #history #travel… ",0
891,0,New internet phenomenon #danielfromtarget ,0
892,1,Updated: Incident on #NJ29 SB at Thunder Rd/Cass St ,1
893,0,Did you know Fannie Mae &amp; Freddie Mac have transferred a portion of credit risk on $.4T of loans? Read more: ,0
894,1,"Cleared: Planned construction in Orange on SR- west at Exit Conway Rd, left lanes blocked. Last updated at ::33PM.",1
895,0,Is there a street or sidewalk left in Cambridge that is not under construction?,1
896,0, We have a Jefferson Davis Highway but we call it Aiken-Augusta Highway or Number1 or Richland Ave.… ,0
897,1,"Cleared: Crash in Hillsborough on highway south ramp from Exit WB SR , right lane blocked. Last updated at ::11PM.",1
898,0,"#Yemen: a child dies every minutes in the war-torn country from preventable causes
 
#ChildrenUnderAttack 
",0
899,0,My commute has been great the past few weeks thanks to podcasts by !!! Such great con… ,0
900,0," Sorry to hear this has happened. If you wish to discuss your experience, please call --, they're there to assist.",0
901,1,Construction on #NY119 WB from Stadium Road; NY 100B to Sprain Brook State Parkway ,1
902,0,"What to learn more about training load management? Be sure to tune into today's #CoachandCoordinator podcast! 

🎧:… ",0
903,1,OKC: I40 EB JW Martin Luther King is a non-injury accident with the roadway clear...teg,1
904,1,REPORTED: VEHICLE DISABLED IN ROADWAY at E INDEPEN/BRIAR CRK RA &amp; BRIAR CREEK RD #CLT #CMPD_Eastway,1
